Code,Region,Date,Population,Change_Amount_Over_Previous_Year,Change_Percent_Over_Previous_Year
8, Australian Capital Territory,2003-04-01,327357.0,2730.0,0.008
8, Australian Capital Territory,2003-07-01,327387.0,2132.0,0.006999999999999999
8, Australian Capital Territory,2003-10-01,327596.0,1646.0,0.005
8, Australian Capital Territory,2004-01-01,328560.0,1477.0,0.005
8, Australian Capital Territory,2004-04-01,328940.0,1583.0,0.005
8, Australian Capital Territory,2004-07-01,329131.0,1744.0,0.005
8, Australian Capital Territory,2004-10-01,329498.0,1902.0,0.006
8, Australian Capital Territory,2005-01-01,330916.0,2356.0,0.006999999999999999
8, Australian Capital Territory,2005-04-01,331399.0,2459.0,0.006999999999999999
8, Australian Capital Territory,2005-07-01,332177.0,3046.0,0.009000000000000001
8, Australian Capital Territory,2005-10-01,333505.0,4007.0,0.012
8, Australian Capital Territory,2006-01-01,334299.0,3383.0,0.01
8, Australian Capital Territory,2006-04-01,335170.0,3771.0,0.011000000000000001
8, Australian Capital Territory,2006-07-01,336547.0,4370.0,0.013000000000000001
8, Australian Capital Territory,2006-10-01,338381.0,4876.0,0.015
8, Australian Capital Territory,2007-01-01,340544.0,6245.0,0.019
8, Australian Capital Territory,2007-04-01,342644.0,7474.0,0.022000000000000002
8, Australian Capital Territory,2007-07-01,343341.0,6794.0,0.02
8, Australian Capital Territory,2007-10-01,344176.0,5795.0,0.017
8, Australian Capital Territory,2008-01-01,346477.0,5933.0,0.017
8, Australian Capital Territory,2008-04-01,348368.0,5724.0,0.017
8, Australian Capital Territory,2008-07-01,349543.0,6202.0,0.018000000000000002
8, Australian Capital Territory,2008-10-01,351101.0,6925.0,0.02
8, Australian Capital Territory,2009-01-01,353351.0,6874.0,0.02
8, Australian Capital Territory,2009-04-01,354785.0,6417.0,0.018000000000000002
8, Australian Capital Territory,2009-07-01,356310.0,6767.0,0.019
8, Australian Capital Territory,2009-10-01,357859.0,6758.0,0.019
8, Australian Capital Territory,2010-01-01,360361.0,7010.0,0.02
8, Australian Capital Territory,2010-04-01,361766.0,6981.0,0.02
8, Australian Capital Territory,2010-07-01,362838.0,6528.0,0.018000000000000002
8, Australian Capital Territory,2010-10-01,364833.0,6974.0,0.019
8, Australian Capital Territory,2011-01-01,366737.0,6376.0,0.018000000000000002
8, Australian Capital Territory,2011-04-01,367985.0,6219.0,0.017
8, Australian Capital Territory,2011-07-01,369888.0,7050.0,0.019
8, Australian Capital Territory,2011-10-01,372070.0,7237.0,0.02
8, Australian Capital Territory,2012-01-01,374853.0,8116.0,0.022000000000000002
8, Australian Capital Territory,2012-04-01,376539.0,8554.0,0.023
8, Australian Capital Territory,2012-07-01,378586.0,8698.0,0.024
8, Australian Capital Territory,2012-10-01,379812.0,7742.0,0.021
8, Australian Capital Territory,2013-01-01,382082.0,7229.0,0.019
8, Australian Capital Territory,2013-04-01,383257.0,6718.0,0.018000000000000002
8, Australian Capital Territory,2013-07-01,384690.0,6104.0,0.016
8, Australian Capital Territory,2013-10-01,386318.0,6506.0,0.017
8, Australian Capital Territory,2014-01-01,388190.0,6108.0,0.016
8, Australian Capital Territory,2014-04-01,388799.0,5542.0,0.013999999999999999
8, Australian Capital Territory,2014-07-01,390654.0,5964.0,0.016
8, Australian Capital Territory,2014-10-01,391981.0,5663.0,0.015
8, Australian Capital Territory,2015-01-01,394491.0,6301.0,0.016
8, Australian Capital Territory,2015-04-01,395813.0,7014.0,0.018000000000000002
8, Australian Capital Territory,2015-07-01,397540.0,6886.0,0.018000000000000002
8, Australian Capital Territory,2015-10-01,398874.0,6893.0,0.018000000000000002
8, Australian Capital Territory,2016-01-01,401673.0,7182.0,0.018000000000000002
8, Australian Capital Territory,2016-04-01,403104.0,7291.0,0.018000000000000002
8, Australian Capital Territory,2016-07-01,406648.0,9108.0,0.023
8, Australian Capital Territory,2016-10-01,409886.0,11012.0,0.027999999999999997
8, Australian Capital Territory,2017-01-01,414241.0,12568.0,0.031
8, Australian Capital Territory,2017-04-01,416824.0,13720.0,0.034
8, Australian Capital Territory,2017-07-01,420212.0,13564.0,0.033
8, Australian Capital Territory,2017-10-01,423104.0,13218.0,0.032
8, Australian Capital Territory,2018-01-01,427233.0,12992.0,0.031
8, Australian Capital Territory,2018-04-01,430140.0,13316.0,0.032
8, Australian Capital Territory,2018-07-01,432926.0,12714.0,0.03
8, Australian Capital Territory,2018-10-01,435538.0,12434.0,0.028999999999999998
8, Australian Capital Territory,2019-01-01,438943.0,11710.0,0.027000000000000003
8, Australian Capital Territory,2019-04-01,441277.0,11137.0,0.026000000000000002
8, Australian Capital Territory,2019-07-01,444036.0,11110.0,0.026000000000000002
8, Australian Capital Territory,2019-10-01,445816.0,10278.0,0.024
8, Australian Capital Territory,2020-01-01,448770.0,9827.0,0.022000000000000002
8, Australian Capital Territory,2020-04-01,450632.0,9355.0,0.021
8, Australian Capital Territory,2020-07-01,450241.0,6205.0,0.013999999999999999
8, Australian Capital Territory,2020-10-01,450312.0,4496.0,0.01
AUS, Australia,2000-01-01,18986711.0,216186.0,0.012
AUS, Australia,2000-04-01,19028802.0,216538.0,0.012
AUS, Australia,2000-07-01,19086040.0,218360.0,0.012
AUS, Australia,2000-10-01,19141036.0,221826.0,0.012
AUS, Australia,2001-01-01,19225181.0,238470.0,0.013000000000000001
AUS, Australia,2001-04-01,19274701.0,245899.0,0.013000000000000001
AUS, Australia,2001-07-01,19329107.0,243067.0,0.013000000000000001
AUS, Australia,2001-10-01,19386461.0,245425.0,0.013000000000000001
AUS, Australia,2002-01-01,19453350.0,228169.0,0.012
AUS, Australia,2002-04-01,19495210.0,220509.0,0.011000000000000001
AUS, Australia,2002-07-01,19548871.0,219764.0,0.011000000000000001
AUS, Australia,2002-10-01,19605441.0,218980.0,0.011000000000000001
AUS, Australia,2003-01-01,19676628.0,223278.0,0.011000000000000001
AUS, Australia,2003-04-01,19720737.0,225527.0,0.012
AUS, Australia,2003-07-01,19773429.0,224558.0,0.011000000000000001
AUS, Australia,2003-10-01,19827155.0,221714.0,0.011000000000000001
AUS, Australia,2004-01-01,19894105.0,217477.0,0.011000000000000001
AUS, Australia,2004-04-01,19932722.0,211985.0,0.011000000000000001
AUS, Australia,2004-07-01,19989677.0,216248.0,0.011000000000000001
AUS, Australia,2004-10-01,20046003.0,218848.0,0.011000000000000001
AUS, Australia,2005-01-01,20126553.0,232448.0,0.012
AUS, Australia,2005-04-01,20176844.0,244122.0,0.012
AUS, Australia,2005-07-01,20244727.0,255050.0,0.013000000000000001
AUS, Australia,2005-10-01,20311543.0,265540.0,0.013000000000000001
AUS, Australia,2006-01-01,20398132.0,271579.0,0.013000000000000001
AUS, Australia,2006-04-01,20450966.0,274122.0,0.013999999999999999
AUS, Australia,2006-07-01,20542282.0,297555.0,0.015
AUS, Australia,2006-10-01,20627547.0,316004.0,0.016
AUS, Australia,2007-01-01,20742817.0,344685.0,0.017
AUS, Australia,2007-04-01,20827622.0,376656.0,0.018000000000000002
AUS, Australia,2007-07-01,20924160.0,381878.0,0.019
AUS, Australia,2007-10-01,21016121.0,388574.0,0.019
AUS, Australia,2008-01-01,21148928.0,406111.0,0.02
AUS, Australia,2008-04-01,21249199.0,421577.0,0.02
AUS, Australia,2008-07-01,21366049.0,441889.0,0.021
AUS, Australia,2008-10-01,21475625.0,459504.0,0.022000000000000002
AUS, Australia,2009-01-01,21601676.0,452748.0,0.021
AUS, Australia,2009-04-01,21691653.0,442454.0,0.021
AUS, Australia,2009-07-01,21788088.0,422039.0,0.02
AUS, Australia,2009-10-01,21865623.0,389998.0,0.018000000000000002
AUS, Australia,2010-01-01,21964097.0,362421.0,0.017
AUS, Australia,2010-04-01,22031750.0,340097.0,0.016
AUS, Australia,2010-07-01,22104402.0,316314.0,0.015
AUS, Australia,2010-10-01,22172469.0,306846.0,0.013999999999999999
AUS, Australia,2011-01-01,22268758.0,304661.0,0.013999999999999999
AUS, Australia,2011-04-01,22340024.0,308274.0,0.013999999999999999
AUS, Australia,2011-07-01,22432771.0,328369.0,0.015
AUS, Australia,2011-10-01,22522197.0,349728.0,0.016
AUS, Australia,2012-01-01,22640943.0,372185.0,0.017
AUS, Australia,2012-04-01,22733465.0,393441.0,0.018000000000000002
AUS, Australia,2012-07-01,22833922.0,401151.0,0.018000000000000002
AUS, Australia,2012-10-01,22928023.0,405826.0,0.018000000000000002
AUS, Australia,2013-01-01,23043004.0,402061.0,0.018000000000000002
AUS, Australia,2013-04-01,23128129.0,394664.0,0.017
AUS, Australia,2013-07-01,23220231.0,386309.0,0.017
AUS, Australia,2013-10-01,23297777.0,369754.0,0.016
AUS, Australia,2014-01-01,23406193.0,363189.0,0.016
AUS, Australia,2014-04-01,23475686.0,347557.0,0.015
AUS, Australia,2014-07-01,23562901.0,342670.0,0.015
AUS, Australia,2014-10-01,23640331.0,342554.0,0.015
AUS, Australia,2015-01-01,23745629.0,339436.0,0.015
AUS, Australia,2015-04-01,23815995.0,340309.0,0.013999999999999999
AUS, Australia,2015-07-01,23904271.0,341370.0,0.013999999999999999
AUS, Australia,2015-10-01,23984581.0,344250.0,0.015
AUS, Australia,2016-01-01,24103425.0,357796.0,0.015
AUS, Australia,2016-04-01,24190907.0,374912.0,0.016
AUS, Australia,2016-07-01,24297895.0,393624.0,0.016
AUS, Australia,2016-10-01,24385879.0,401298.0,0.017
AUS, Australia,2017-01-01,24512578.0,409153.0,0.017
AUS, Australia,2017-04-01,24594202.0,403295.0,0.017
AUS, Australia,2017-07-01,24691991.0,394096.0,0.016
AUS, Australia,2017-10-01,24761449.0,375570.0,0.015
AUS, Australia,2018-01-01,24884597.0,372019.0,0.015
AUS, Australia,2018-04-01,24966643.0,372441.0,0.015
AUS, Australia,2018-07-01,25071202.0,379211.0,0.015
AUS, Australia,2018-10-01,25150532.0,389083.0,0.016
AUS, Australia,2019-01-01,25269796.0,385199.0,0.015
AUS, Australia,2019-04-01,25340217.0,373574.0,0.015
AUS, Australia,2019-07-01,25443911.0,372709.0,0.015
AUS, Australia,2019-10-01,25526836.0,376304.0,0.015
AUS, Australia,2020-01-01,25634365.0,364569.0,0.013999999999999999
AUS, Australia,2020-04-01,25655289.0,315072.0,0.012
AUS, Australia,2020-07-01,25643972.0,200061.0,0.008
AUS, Australia,2020-10-01,25645905.0,119069.0,0.005
