State_Depature_Code,State_Depature,State_Arrival_Code,State_Arrival,Date,Population
2,Victoria,8,Australian Capital Territory,2000-01-01,645
2,Victoria,8,Australian Capital Territory,2000-04-01,570
2,Victoria,8,Australian Capital Territory,2000-07-01,460
2,Victoria,8,Australian Capital Territory,2000-10-01,745
2,Victoria,8,Australian Capital Territory,2001-01-01,567
2,Victoria,8,Australian Capital Territory,2001-04-01,614
2,Victoria,8,Australian Capital Territory,2001-07-01,558
2,Victoria,8,Australian Capital Territory,2001-10-01,784
2,Victoria,8,Australian Capital Territory,2002-01-01,559
2,Victoria,8,Australian Capital Territory,2002-04-01,594
2,Victoria,8,Australian Capital Territory,2002-07-01,520
2,Victoria,8,Australian Capital Territory,2002-10-01,681
2,Victoria,8,Australian Capital Territory,2003-01-01,595
2,Victoria,8,Australian Capital Territory,2003-04-01,615
2,Victoria,8,Australian Capital Territory,2003-07-01,502
2,Victoria,8,Australian Capital Territory,2003-10-01,714
2,Victoria,8,Australian Capital Territory,2004-01-01,607
2,Victoria,8,Australian Capital Territory,2004-04-01,546
2,Victoria,8,Australian Capital Territory,2004-07-01,489
2,Victoria,8,Australian Capital Territory,2004-10-01,647
2,Victoria,8,Australian Capital Territory,2005-01-01,562
2,Victoria,8,Australian Capital Territory,2005-04-01,538
2,Victoria,8,Australian Capital Territory,2005-07-01,504
2,Victoria,8,Australian Capital Territory,2005-10-01,720
2,Victoria,8,Australian Capital Territory,2006-01-01,592
2,Victoria,8,Australian Capital Territory,2006-04-01,605
2,Victoria,8,Australian Capital Territory,2006-07-01,468
2,Victoria,8,Australian Capital Territory,2006-10-01,793
2,Victoria,8,Australian Capital Territory,2007-01-01,703
2,Victoria,8,Australian Capital Territory,2007-04-01,752
2,Victoria,8,Australian Capital Territory,2007-07-01,481
2,Victoria,8,Australian Capital Territory,2007-10-01,692
2,Victoria,8,Australian Capital Territory,2008-01-01,720
2,Victoria,8,Australian Capital Territory,2008-04-01,599
2,Victoria,8,Australian Capital Territory,2008-07-01,421
2,Victoria,8,Australian Capital Territory,2008-10-01,800
2,Victoria,8,Australian Capital Territory,2009-01-01,622
2,Victoria,8,Australian Capital Territory,2009-04-01,565
2,Victoria,8,Australian Capital Territory,2009-07-01,502
2,Victoria,8,Australian Capital Territory,2009-10-01,704
2,Victoria,8,Australian Capital Territory,2010-01-01,593
2,Victoria,8,Australian Capital Territory,2010-04-01,585
2,Victoria,8,Australian Capital Territory,2010-07-01,464
2,Victoria,8,Australian Capital Territory,2010-10-01,968
2,Victoria,8,Australian Capital Territory,2011-01-01,591
2,Victoria,8,Australian Capital Territory,2011-04-01,574
2,Victoria,8,Australian Capital Territory,2011-07-01,546
2,Victoria,8,Australian Capital Territory,2011-10-01,850
2,Victoria,8,Australian Capital Territory,2012-01-01,657
2,Victoria,8,Australian Capital Territory,2012-04-01,564
2,Victoria,8,Australian Capital Territory,2012-07-01,535
2,Victoria,8,Australian Capital Territory,2012-10-01,640
2,Victoria,8,Australian Capital Territory,2013-01-01,686
2,Victoria,8,Australian Capital Territory,2013-04-01,606
2,Victoria,8,Australian Capital Territory,2013-07-01,479
2,Victoria,8,Australian Capital Territory,2013-10-01,873
2,Victoria,8,Australian Capital Territory,2014-01-01,621
2,Victoria,8,Australian Capital Territory,2014-04-01,588
2,Victoria,8,Australian Capital Territory,2014-07-01,488
2,Victoria,8,Australian Capital Territory,2014-10-01,722
2,Victoria,8,Australian Capital Territory,2015-01-01,703
2,Victoria,8,Australian Capital Territory,2015-04-01,664
2,Victoria,8,Australian Capital Territory,2015-07-01,535
2,Victoria,8,Australian Capital Territory,2015-10-01,824
2,Victoria,8,Australian Capital Territory,2016-01-01,766
2,Victoria,8,Australian Capital Territory,2016-04-01,713
2,Victoria,8,Australian Capital Territory,2016-07-01,576
2,Victoria,8,Australian Capital Territory,2016-10-01,968
2,Victoria,8,Australian Capital Territory,2017-01-01,757
2,Victoria,8,Australian Capital Territory,2017-04-01,836
2,Victoria,8,Australian Capital Territory,2017-07-01,681
2,Victoria,8,Australian Capital Territory,2017-10-01,1015
2,Victoria,8,Australian Capital Territory,2018-01-01,864
2,Victoria,8,Australian Capital Territory,2018-04-01,818
2,Victoria,8,Australian Capital Territory,2018-07-01,661
2,Victoria,8,Australian Capital Territory,2018-10-01,1062
2,Victoria,8,Australian Capital Territory,2019-01-01,798
2,Victoria,8,Australian Capital Territory,2019-04-01,840
2,Victoria,8,Australian Capital Territory,2019-07-01,709
2,Victoria,8,Australian Capital Territory,2019-10-01,826
2,Victoria,8,Australian Capital Territory,2020-01-01,793
2,Victoria,8,Australian Capital Territory,2020-04-01,774
2,Victoria,8,Australian Capital Territory,2020-07-01,608
2,Victoria,8,Australian Capital Territory,2020-10-01,953
3,Queensland,3,Queensland,2000-01-01,0
3,Queensland,3,Queensland,2000-04-01,0
3,Queensland,3,Queensland,2000-07-01,0
3,Queensland,3,Queensland,2000-10-01,0
3,Queensland,3,Queensland,2001-01-01,0
3,Queensland,3,Queensland,2001-04-01,0
3,Queensland,3,Queensland,2001-07-01,0
3,Queensland,3,Queensland,2001-10-01,0
3,Queensland,3,Queensland,2002-01-01,0
3,Queensland,3,Queensland,2002-04-01,0
3,Queensland,3,Queensland,2002-07-01,0
3,Queensland,3,Queensland,2002-10-01,0
3,Queensland,3,Queensland,2003-01-01,0
3,Queensland,3,Queensland,2003-04-01,0
3,Queensland,3,Queensland,2003-07-01,0
3,Queensland,3,Queensland,2003-10-01,0
3,Queensland,3,Queensland,2004-01-01,0
3,Queensland,3,Queensland,2004-04-01,0
3,Queensland,3,Queensland,2004-07-01,0
3,Queensland,3,Queensland,2004-10-01,0
3,Queensland,3,Queensland,2005-01-01,0
3,Queensland,3,Queensland,2005-04-01,0
3,Queensland,3,Queensland,2005-07-01,0
3,Queensland,3,Queensland,2005-10-01,0
3,Queensland,3,Queensland,2006-01-01,0
3,Queensland,3,Queensland,2006-04-01,0
3,Queensland,3,Queensland,2006-07-01,0
3,Queensland,3,Queensland,2006-10-01,0
3,Queensland,3,Queensland,2007-01-01,0
3,Queensland,3,Queensland,2007-04-01,0
3,Queensland,3,Queensland,2007-07-01,0
3,Queensland,3,Queensland,2007-10-01,0
3,Queensland,3,Queensland,2008-01-01,0
3,Queensland,3,Queensland,2008-04-01,0
3,Queensland,3,Queensland,2008-07-01,0
3,Queensland,3,Queensland,2008-10-01,0
3,Queensland,3,Queensland,2009-01-01,0
3,Queensland,3,Queensland,2009-04-01,0
3,Queensland,3,Queensland,2009-07-01,0
3,Queensland,3,Queensland,2009-10-01,0
3,Queensland,3,Queensland,2010-01-01,0
3,Queensland,3,Queensland,2010-04-01,0
3,Queensland,3,Queensland,2010-07-01,0
3,Queensland,3,Queensland,2010-10-01,0
3,Queensland,3,Queensland,2011-01-01,0
3,Queensland,3,Queensland,2011-04-01,0
3,Queensland,3,Queensland,2011-07-01,0
3,Queensland,3,Queensland,2011-10-01,0
3,Queensland,3,Queensland,2012-01-01,0
3,Queensland,3,Queensland,2012-04-01,0
3,Queensland,3,Queensland,2012-07-01,0
3,Queensland,3,Queensland,2012-10-01,0
3,Queensland,3,Queensland,2013-01-01,0
3,Queensland,3,Queensland,2013-04-01,0
3,Queensland,3,Queensland,2013-07-01,0
3,Queensland,3,Queensland,2013-10-01,0
3,Queensland,3,Queensland,2014-01-01,0
3,Queensland,3,Queensland,2014-04-01,0
3,Queensland,3,Queensland,2014-07-01,0
3,Queensland,3,Queensland,2014-10-01,0
3,Queensland,3,Queensland,2015-01-01,0
3,Queensland,3,Queensland,2015-04-01,0
3,Queensland,3,Queensland,2015-07-01,0
3,Queensland,3,Queensland,2015-10-01,0
3,Queensland,3,Queensland,2016-01-01,0
3,Queensland,3,Queensland,2016-04-01,0
3,Queensland,3,Queensland,2016-07-01,0
3,Queensland,3,Queensland,2016-10-01,0
3,Queensland,3,Queensland,2017-01-01,0
3,Queensland,3,Queensland,2017-04-01,0
3,Queensland,3,Queensland,2017-07-01,0
3,Queensland,3,Queensland,2017-10-01,0
3,Queensland,3,Queensland,2018-01-01,0
3,Queensland,3,Queensland,2018-04-01,0
3,Queensland,3,Queensland,2018-07-01,0
3,Queensland,3,Queensland,2018-10-01,0
3,Queensland,3,Queensland,2019-01-01,0
3,Queensland,3,Queensland,2019-04-01,0
3,Queensland,3,Queensland,2019-07-01,0
3,Queensland,3,Queensland,2019-10-01,0
3,Queensland,3,Queensland,2020-01-01,0
3,Queensland,3,Queensland,2020-04-01,0
3,Queensland,3,Queensland,2020-07-01,0
3,Queensland,3,Queensland,2020-10-01,0
3,Queensland,7,Northern Territory,2000-01-01,1103
3,Queensland,7,Northern Territory,2000-04-01,1161
3,Queensland,7,Northern Territory,2000-07-01,1051
3,Queensland,7,Northern Territory,2000-10-01,1463
3,Queensland,7,Northern Territory,2001-01-01,1102
3,Queensland,7,Northern Territory,2001-04-01,1078
3,Queensland,7,Northern Territory,2001-07-01,957
3,Queensland,7,Northern Territory,2001-10-01,1103
3,Queensland,7,Northern Territory,2002-01-01,1042
3,Queensland,7,Northern Territory,2002-04-01,1061
3,Queensland,7,Northern Territory,2002-07-01,960
3,Queensland,7,Northern Territory,2002-10-01,1331
3,Queensland,7,Northern Territory,2003-01-01,995
3,Queensland,7,Northern Territory,2003-04-01,1075
3,Queensland,7,Northern Territory,2003-07-01,935
3,Queensland,7,Northern Territory,2003-10-01,1348
3,Queensland,7,Northern Territory,2004-01-01,1245
3,Queensland,7,Northern Territory,2004-04-01,1178
3,Queensland,7,Northern Territory,2004-07-01,1133
3,Queensland,7,Northern Territory,2004-10-01,1385
3,Queensland,7,Northern Territory,2005-01-01,1195
3,Queensland,7,Northern Territory,2005-04-01,1059
3,Queensland,7,Northern Territory,2005-07-01,1088
3,Queensland,7,Northern Territory,2005-10-01,1374
3,Queensland,7,Northern Territory,2006-01-01,1206
3,Queensland,7,Northern Territory,2006-04-01,1142
3,Queensland,7,Northern Territory,2006-07-01,1114
3,Queensland,7,Northern Territory,2006-10-01,1347
3,Queensland,7,Northern Territory,2007-01-01,1137
3,Queensland,7,Northern Territory,2007-04-01,1174
3,Queensland,7,Northern Territory,2007-07-01,980
3,Queensland,7,Northern Territory,2007-10-01,1294
3,Queensland,7,Northern Territory,2008-01-01,1202
3,Queensland,7,Northern Territory,2008-04-01,1065
3,Queensland,7,Northern Territory,2008-07-01,1058
3,Queensland,7,Northern Territory,2008-10-01,1374
3,Queensland,7,Northern Territory,2009-01-01,1155
3,Queensland,7,Northern Territory,2009-04-01,1157
3,Queensland,7,Northern Territory,2009-07-01,1092
3,Queensland,7,Northern Territory,2009-10-01,1290
3,Queensland,7,Northern Territory,2010-01-01,1166
3,Queensland,7,Northern Territory,2010-04-01,1035
3,Queensland,7,Northern Territory,2010-07-01,1037
3,Queensland,7,Northern Territory,2010-10-01,1203
3,Queensland,7,Northern Territory,2011-01-01,1093
3,Queensland,7,Northern Territory,2011-04-01,1096
3,Queensland,7,Northern Territory,2011-07-01,1066
3,Queensland,7,Northern Territory,2011-10-01,1383
3,Queensland,7,Northern Territory,2012-01-01,1268
3,Queensland,7,Northern Territory,2012-04-01,1128
3,Queensland,7,Northern Territory,2012-07-01,1007
3,Queensland,7,Northern Territory,2012-10-01,1107
3,Queensland,7,Northern Territory,2013-01-01,1200
3,Queensland,7,Northern Territory,2013-04-01,1186
3,Queensland,7,Northern Territory,2013-07-01,943
3,Queensland,7,Northern Territory,2013-10-01,1207
3,Queensland,7,Northern Territory,2014-01-01,1192
3,Queensland,7,Northern Territory,2014-04-01,1026
3,Queensland,7,Northern Territory,2014-07-01,846
3,Queensland,7,Northern Territory,2014-10-01,1214
3,Queensland,7,Northern Territory,2015-01-01,1104
3,Queensland,7,Northern Territory,2015-04-01,1112
3,Queensland,7,Northern Territory,2015-07-01,969
3,Queensland,7,Northern Territory,2015-10-01,1148
3,Queensland,7,Northern Territory,2016-01-01,1160
3,Queensland,7,Northern Territory,2016-04-01,1211
3,Queensland,7,Northern Territory,2016-07-01,874
3,Queensland,7,Northern Territory,2016-10-01,1172
3,Queensland,7,Northern Territory,2017-01-01,1040
3,Queensland,7,Northern Territory,2017-04-01,944
3,Queensland,7,Northern Territory,2017-07-01,838
3,Queensland,7,Northern Territory,2017-10-01,1102
3,Queensland,7,Northern Territory,2018-01-01,1005
3,Queensland,7,Northern Territory,2018-04-01,878
3,Queensland,7,Northern Territory,2018-07-01,863
3,Queensland,7,Northern Territory,2018-10-01,1289
3,Queensland,7,Northern Territory,2019-01-01,1074
3,Queensland,7,Northern Territory,2019-04-01,1031
3,Queensland,7,Northern Territory,2019-07-01,931
3,Queensland,7,Northern Territory,2019-10-01,1136
3,Queensland,7,Northern Territory,2020-01-01,926
3,Queensland,7,Northern Territory,2020-04-01,806
3,Queensland,7,Northern Territory,2020-07-01,714
3,Queensland,7,Northern Territory,2020-10-01,953
4,South Australia,2,Victoria,2000-01-01,2366
4,South Australia,2,Victoria,2000-04-01,2295
4,South Australia,2,Victoria,2000-07-01,2121
4,South Australia,2,Victoria,2000-10-01,2667
4,South Australia,2,Victoria,2001-01-01,2425
4,South Australia,2,Victoria,2001-04-01,2270
4,South Australia,2,Victoria,2001-07-01,2129
4,South Australia,2,Victoria,2001-10-01,2405
4,South Australia,2,Victoria,2002-01-01,2231
4,South Australia,2,Victoria,2002-04-01,2227
4,South Australia,2,Victoria,2002-07-01,2146
4,South Australia,2,Victoria,2002-10-01,2547
4,South Australia,2,Victoria,2003-01-01,2124
4,South Australia,2,Victoria,2003-04-01,2176
4,South Australia,2,Victoria,2003-07-01,2018
4,South Australia,2,Victoria,2003-10-01,2388
4,South Australia,2,Victoria,2004-01-01,2153
4,South Australia,2,Victoria,2004-04-01,2106
4,South Australia,2,Victoria,2004-07-01,1660
4,South Australia,2,Victoria,2004-10-01,2249
4,South Australia,2,Victoria,2005-01-01,2048
4,South Australia,2,Victoria,2005-04-01,1853
4,South Australia,2,Victoria,2005-07-01,1566
4,South Australia,2,Victoria,2005-10-01,1975
4,South Australia,2,Victoria,2006-01-01,1719
4,South Australia,2,Victoria,2006-04-01,1767
4,South Australia,2,Victoria,2006-07-01,1553
4,South Australia,2,Victoria,2006-10-01,2157
4,South Australia,2,Victoria,2007-01-01,1861
4,South Australia,2,Victoria,2007-04-01,1874
4,South Australia,2,Victoria,2007-07-01,1600
4,South Australia,2,Victoria,2007-10-01,1940
4,South Australia,2,Victoria,2008-01-01,1862
4,South Australia,2,Victoria,2008-04-01,1667
4,South Australia,2,Victoria,2008-07-01,1651
4,South Australia,2,Victoria,2008-10-01,1944
4,South Australia,2,Victoria,2009-01-01,1788
4,South Australia,2,Victoria,2009-04-01,1696
4,South Australia,2,Victoria,2009-07-01,1471
4,South Australia,2,Victoria,2009-10-01,1834
4,South Australia,2,Victoria,2010-01-01,1632
4,South Australia,2,Victoria,2010-04-01,1615
4,South Australia,2,Victoria,2010-07-01,1502
4,South Australia,2,Victoria,2010-10-01,1862
4,South Australia,2,Victoria,2011-01-01,1774
4,South Australia,2,Victoria,2011-04-01,1681
4,South Australia,2,Victoria,2011-07-01,1793
4,South Australia,2,Victoria,2011-10-01,2071
4,South Australia,2,Victoria,2012-01-01,1918
4,South Australia,2,Victoria,2012-04-01,1860
4,South Australia,2,Victoria,2012-07-01,1692
4,South Australia,2,Victoria,2012-10-01,2017
4,South Australia,2,Victoria,2013-01-01,2033
4,South Australia,2,Victoria,2013-04-01,2054
4,South Australia,2,Victoria,2013-07-01,1822
4,South Australia,2,Victoria,2013-10-01,2190
4,South Australia,2,Victoria,2014-01-01,2167
4,South Australia,2,Victoria,2014-04-01,2071
4,South Australia,2,Victoria,2014-07-01,1727
4,South Australia,2,Victoria,2014-10-01,2277
4,South Australia,2,Victoria,2015-01-01,2081
4,South Australia,2,Victoria,2015-04-01,2313
4,South Australia,2,Victoria,2015-07-01,1936
4,South Australia,2,Victoria,2015-10-01,2621
4,South Australia,2,Victoria,2016-01-01,2520
4,South Australia,2,Victoria,2016-04-01,2847
4,South Australia,2,Victoria,2016-07-01,2042
4,South Australia,2,Victoria,2016-10-01,2982
4,South Australia,2,Victoria,2017-01-01,2400
4,South Australia,2,Victoria,2017-04-01,2416
4,South Australia,2,Victoria,2017-07-01,2114
4,South Australia,2,Victoria,2017-10-01,2769
4,South Australia,2,Victoria,2018-01-01,2570
4,South Australia,2,Victoria,2018-04-01,2512
4,South Australia,2,Victoria,2018-07-01,2148
4,South Australia,2,Victoria,2018-10-01,2880
4,South Australia,2,Victoria,2019-01-01,2503
4,South Australia,2,Victoria,2019-04-01,2359
4,South Australia,2,Victoria,2019-07-01,2143
4,South Australia,2,Victoria,2019-10-01,2685
4,South Australia,2,Victoria,2020-01-01,1973
4,South Australia,2,Victoria,2020-04-01,1690
4,South Australia,2,Victoria,2020-07-01,1366
4,South Australia,2,Victoria,2020-10-01,1825
6,Tasmania,5,Western Australia,2000-01-01,462
6,Tasmania,5,Western Australia,2000-04-01,426
6,Tasmania,5,Western Australia,2000-07-01,413
6,Tasmania,5,Western Australia,2000-10-01,428
6,Tasmania,5,Western Australia,2001-01-01,433
6,Tasmania,5,Western Australia,2001-04-01,383
6,Tasmania,5,Western Australia,2001-07-01,351
6,Tasmania,5,Western Australia,2001-10-01,376
6,Tasmania,5,Western Australia,2002-01-01,480
6,Tasmania,5,Western Australia,2002-04-01,355
6,Tasmania,5,Western Australia,2002-07-01,316
6,Tasmania,5,Western Australia,2002-10-01,415
6,Tasmania,5,Western Australia,2003-01-01,350
6,Tasmania,5,Western Australia,2003-04-01,350
6,Tasmania,5,Western Australia,2003-07-01,331
6,Tasmania,5,Western Australia,2003-10-01,408
6,Tasmania,5,Western Australia,2004-01-01,378
6,Tasmania,5,Western Australia,2004-04-01,425
6,Tasmania,5,Western Australia,2004-07-01,315
6,Tasmania,5,Western Australia,2004-10-01,411
6,Tasmania,5,Western Australia,2005-01-01,310
6,Tasmania,5,Western Australia,2005-04-01,354
6,Tasmania,5,Western Australia,2005-07-01,306
6,Tasmania,5,Western Australia,2005-10-01,323
6,Tasmania,5,Western Australia,2006-01-01,395
6,Tasmania,5,Western Australia,2006-04-01,347
6,Tasmania,5,Western Australia,2006-07-01,348
6,Tasmania,5,Western Australia,2006-10-01,436
6,Tasmania,5,Western Australia,2007-01-01,410
6,Tasmania,5,Western Australia,2007-04-01,432
6,Tasmania,5,Western Australia,2007-07-01,392
6,Tasmania,5,Western Australia,2007-10-01,394
6,Tasmania,5,Western Australia,2008-01-01,442
6,Tasmania,5,Western Australia,2008-04-01,448
6,Tasmania,5,Western Australia,2008-07-01,380
6,Tasmania,5,Western Australia,2008-10-01,444
6,Tasmania,5,Western Australia,2009-01-01,391
6,Tasmania,5,Western Australia,2009-04-01,402
6,Tasmania,5,Western Australia,2009-07-01,327
6,Tasmania,5,Western Australia,2009-10-01,391
6,Tasmania,5,Western Australia,2010-01-01,321
6,Tasmania,5,Western Australia,2010-04-01,388
6,Tasmania,5,Western Australia,2010-07-01,369
6,Tasmania,5,Western Australia,2010-10-01,405
6,Tasmania,5,Western Australia,2011-01-01,454
6,Tasmania,5,Western Australia,2011-04-01,448
6,Tasmania,5,Western Australia,2011-07-01,445
6,Tasmania,5,Western Australia,2011-10-01,504
6,Tasmania,5,Western Australia,2012-01-01,477
6,Tasmania,5,Western Australia,2012-04-01,456
6,Tasmania,5,Western Australia,2012-07-01,408
6,Tasmania,5,Western Australia,2012-10-01,395
6,Tasmania,5,Western Australia,2013-01-01,395
6,Tasmania,5,Western Australia,2013-04-01,451
6,Tasmania,5,Western Australia,2013-07-01,331
6,Tasmania,5,Western Australia,2013-10-01,375
6,Tasmania,5,Western Australia,2014-01-01,327
6,Tasmania,5,Western Australia,2014-04-01,399
6,Tasmania,5,Western Australia,2014-07-01,251
6,Tasmania,5,Western Australia,2014-10-01,347
6,Tasmania,5,Western Australia,2015-01-01,294
6,Tasmania,5,Western Australia,2015-04-01,305
6,Tasmania,5,Western Australia,2015-07-01,275
6,Tasmania,5,Western Australia,2015-10-01,255
6,Tasmania,5,Western Australia,2016-01-01,304
6,Tasmania,5,Western Australia,2016-04-01,300
6,Tasmania,5,Western Australia,2016-07-01,252
6,Tasmania,5,Western Australia,2016-10-01,300
6,Tasmania,5,Western Australia,2017-01-01,222
6,Tasmania,5,Western Australia,2017-04-01,239
6,Tasmania,5,Western Australia,2017-07-01,240
6,Tasmania,5,Western Australia,2017-10-01,339
6,Tasmania,5,Western Australia,2018-01-01,271
6,Tasmania,5,Western Australia,2018-04-01,254
6,Tasmania,5,Western Australia,2018-07-01,270
6,Tasmania,5,Western Australia,2018-10-01,258
6,Tasmania,5,Western Australia,2019-01-01,312
6,Tasmania,5,Western Australia,2019-04-01,361
6,Tasmania,5,Western Australia,2019-07-01,288
6,Tasmania,5,Western Australia,2019-10-01,287
6,Tasmania,5,Western Australia,2020-01-01,274
6,Tasmania,5,Western Australia,2020-04-01,249
6,Tasmania,5,Western Australia,2020-07-01,228
6,Tasmania,5,Western Australia,2020-10-01,320
2,Victoria,4,South Australia,2000-01-01,1743
2,Victoria,4,South Australia,2000-04-01,2011
2,Victoria,4,South Australia,2000-07-01,1824
2,Victoria,4,South Australia,2000-10-01,2258
2,Victoria,4,South Australia,2001-01-01,1807
2,Victoria,4,South Australia,2001-04-01,2090
2,Victoria,4,South Australia,2001-07-01,1735
2,Victoria,4,South Australia,2001-10-01,2268
2,Victoria,4,South Australia,2002-01-01,1795
2,Victoria,4,South Australia,2002-04-01,2077
2,Victoria,4,South Australia,2002-07-01,1935
2,Victoria,4,South Australia,2002-10-01,2378
2,Victoria,4,South Australia,2003-01-01,1956
2,Victoria,4,South Australia,2003-04-01,2156
2,Victoria,4,South Australia,2003-07-01,1983
2,Victoria,4,South Australia,2003-10-01,2442
2,Victoria,4,South Australia,2004-01-01,1806
2,Victoria,4,South Australia,2004-04-01,1845
2,Victoria,4,South Australia,2004-07-01,1539
2,Victoria,4,South Australia,2004-10-01,1931
2,Victoria,4,South Australia,2005-01-01,1737
2,Victoria,4,South Australia,2005-04-01,1884
2,Victoria,4,South Australia,2005-07-01,1488
2,Victoria,4,South Australia,2005-10-01,1693
2,Victoria,4,South Australia,2006-01-01,1542
2,Victoria,4,South Australia,2006-04-01,1560
2,Victoria,4,South Australia,2006-07-01,1439
2,Victoria,4,South Australia,2006-10-01,1752
2,Victoria,4,South Australia,2007-01-01,1621
2,Victoria,4,South Australia,2007-04-01,1652
2,Victoria,4,South Australia,2007-07-01,1410
2,Victoria,4,South Australia,2007-10-01,1729
2,Victoria,4,South Australia,2008-01-01,1474
2,Victoria,4,South Australia,2008-04-01,1466
2,Victoria,4,South Australia,2008-07-01,1368
2,Victoria,4,South Australia,2008-10-01,1619
2,Victoria,4,South Australia,2009-01-01,1434
2,Victoria,4,South Australia,2009-04-01,1509
2,Victoria,4,South Australia,2009-07-01,1326
2,Victoria,4,South Australia,2009-10-01,1547
2,Victoria,4,South Australia,2010-01-01,1328
2,Victoria,4,South Australia,2010-04-01,1369
2,Victoria,4,South Australia,2010-07-01,1289
2,Victoria,4,South Australia,2010-10-01,1605
2,Victoria,4,South Australia,2011-01-01,1383
2,Victoria,4,South Australia,2011-04-01,1374
2,Victoria,4,South Australia,2011-07-01,1338
2,Victoria,4,South Australia,2011-10-01,1746
2,Victoria,4,South Australia,2012-01-01,1465
2,Victoria,4,South Australia,2012-04-01,1502
2,Victoria,4,South Australia,2012-07-01,1357
2,Victoria,4,South Australia,2012-10-01,1505
2,Victoria,4,South Australia,2013-01-01,1512
2,Victoria,4,South Australia,2013-04-01,1578
2,Victoria,4,South Australia,2013-07-01,1382
2,Victoria,4,South Australia,2013-10-01,1548
2,Victoria,4,South Australia,2014-01-01,1566
2,Victoria,4,South Australia,2014-04-01,1481
2,Victoria,4,South Australia,2014-07-01,1196
2,Victoria,4,South Australia,2014-10-01,1540
2,Victoria,4,South Australia,2015-01-01,1480
2,Victoria,4,South Australia,2015-04-01,1546
2,Victoria,4,South Australia,2015-07-01,1233
2,Victoria,4,South Australia,2015-10-01,1588
2,Victoria,4,South Australia,2016-01-01,1516
2,Victoria,4,South Australia,2016-04-01,1560
2,Victoria,4,South Australia,2016-07-01,1322
2,Victoria,4,South Australia,2016-10-01,1709
2,Victoria,4,South Australia,2017-01-01,1590
2,Victoria,4,South Australia,2017-04-01,1600
2,Victoria,4,South Australia,2017-07-01,1424
2,Victoria,4,South Australia,2017-10-01,1789
2,Victoria,4,South Australia,2018-01-01,1621
2,Victoria,4,South Australia,2018-04-01,1822
2,Victoria,4,South Australia,2018-07-01,1598
2,Victoria,4,South Australia,2018-10-01,2029
2,Victoria,4,South Australia,2019-01-01,1810
2,Victoria,4,South Australia,2019-04-01,1835
2,Victoria,4,South Australia,2019-07-01,1677
2,Victoria,4,South Australia,2019-10-01,2037
2,Victoria,4,South Australia,2020-01-01,1654
2,Victoria,4,South Australia,2020-04-01,1759
2,Victoria,4,South Australia,2020-07-01,1495
2,Victoria,4,South Australia,2020-10-01,2132
8,Australian Capital Territory,3,Queensland,2000-01-01,812
8,Australian Capital Territory,3,Queensland,2000-04-01,881
8,Australian Capital Territory,3,Queensland,2000-07-01,796
8,Australian Capital Territory,3,Queensland,2000-10-01,1191
8,Australian Capital Territory,3,Queensland,2001-01-01,787
8,Australian Capital Territory,3,Queensland,2001-04-01,754
8,Australian Capital Territory,3,Queensland,2001-07-01,793
8,Australian Capital Territory,3,Queensland,2001-10-01,1107
8,Australian Capital Territory,3,Queensland,2002-01-01,898
8,Australian Capital Territory,3,Queensland,2002-04-01,951
8,Australian Capital Territory,3,Queensland,2002-07-01,925
8,Australian Capital Territory,3,Queensland,2002-10-01,1163
8,Australian Capital Territory,3,Queensland,2003-01-01,956
8,Australian Capital Territory,3,Queensland,2003-04-01,946
8,Australian Capital Territory,3,Queensland,2003-07-01,896
8,Australian Capital Territory,3,Queensland,2003-10-01,1225
8,Australian Capital Territory,3,Queensland,2004-01-01,966
8,Australian Capital Territory,3,Queensland,2004-04-01,908
8,Australian Capital Territory,3,Queensland,2004-07-01,826
8,Australian Capital Territory,3,Queensland,2004-10-01,1195
8,Australian Capital Territory,3,Queensland,2005-01-01,891
8,Australian Capital Territory,3,Queensland,2005-04-01,909
8,Australian Capital Territory,3,Queensland,2005-07-01,776
8,Australian Capital Territory,3,Queensland,2005-10-01,1031
8,Australian Capital Territory,3,Queensland,2006-01-01,953
8,Australian Capital Territory,3,Queensland,2006-04-01,835
8,Australian Capital Territory,3,Queensland,2006-07-01,787
8,Australian Capital Territory,3,Queensland,2006-10-01,983
8,Australian Capital Territory,3,Queensland,2007-01-01,914
8,Australian Capital Territory,3,Queensland,2007-04-01,917
8,Australian Capital Territory,3,Queensland,2007-07-01,868
8,Australian Capital Territory,3,Queensland,2007-10-01,930
8,Australian Capital Territory,3,Queensland,2008-01-01,876
8,Australian Capital Territory,3,Queensland,2008-04-01,816
8,Australian Capital Territory,3,Queensland,2008-07-01,836
8,Australian Capital Territory,3,Queensland,2008-10-01,1061
8,Australian Capital Territory,3,Queensland,2009-01-01,780
8,Australian Capital Territory,3,Queensland,2009-04-01,798
8,Australian Capital Territory,3,Queensland,2009-07-01,728
8,Australian Capital Territory,3,Queensland,2009-10-01,869
8,Australian Capital Territory,3,Queensland,2010-01-01,775
8,Australian Capital Territory,3,Queensland,2010-04-01,771
8,Australian Capital Territory,3,Queensland,2010-07-01,647
8,Australian Capital Territory,3,Queensland,2010-10-01,1025
8,Australian Capital Territory,3,Queensland,2011-01-01,906
8,Australian Capital Territory,3,Queensland,2011-04-01,752
8,Australian Capital Territory,3,Queensland,2011-07-01,753
8,Australian Capital Territory,3,Queensland,2011-10-01,869
